tree_file_name;leaf_dist;agree_with_etalon
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"4;9;2;2;1;1;3;3;4;4;4;5;6;7;8";"None";14.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"3;10;1;1;1;2;4;4;5;5;5;6;7;8;9";"None";10.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"2;8;4;4;3;2;1;1;3;3;3;4;5;6;7";"5;6;6;5;4;3;4;4;2;1;1;3;3;4;5";12.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF02879_1.tre;"1;7;5;5;4;3;3;3;1;1;2;3;4;5;6";"4;5;5;4;3;4;5;5;3;3;3;1;1;3;4";16.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"8;1;6;6;5;4;4;4;6;6;6;6;4;3;1";"7;4;5;5;4;4;1;1;1;3;5;5;5;6;7";17.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"7;2;5;5;4;3;3;3;5;5;5;5;3;2;1";"6;3;4;4;3;3;2;2;1;2;4;4;4;5;6";20.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"7;3;4;4;3;2;2;2;5;5;5;5;3;2;2";"4;4;5;5;4;4;4;4;3;1;2;2;2;3;4";12.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"6;4;3;3;2;1;2;2;6;6;6;6;4;3;3";"None";14.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"7;5;2;2;1;1;3;3;7;7;7;7;5;4;4";"None";18.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"6;6;1;1;1;2;4;4;8;8;8;8;6;5;5";"1;7;8;8;7;7;7;7;6;4;4;4;2;1;1";19.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"5;4;4;4;3;2;1;1;6;6;6;6;4;3;3";"None";15.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"4;3;5;5;4;3;3;3;4;4;4;4;2;1;2";"None";16.0
/HOME/indy/gcg_wif/sas/Trees/2016/ForPaper/Fungi/Selections15/Trees/PQ/jackknife20_05_NNI/PF00338_1.tre;"4;4;6;6;5;4;4;4;3;3;3;3;1;1;3";"6;2;3;3;2;2;3;3;2;2;4;4;4;5;6";11.0
